"idproducto","producto","referencia","tipo","idcategoria","estado","url","idmarca","activo","unidad","facturacion","idbodega","cuenta_inv","cuenta_ing","tributo","costo","ingreso","egreso","saldo","codigo","lifo","codigob","tipourl","minimo","cuenta_gas","controlserie","registro","partida","fob","promedio","fifo"
"1718","ADHESIVOS DE CLAUSURA DE LA COMISARÍA MUNICIPAL DE 30CM X 50CM","ADHESIVOS DE CLAUSURA DE LA COMISARÍA MUNICIPAL DE 30CM X 50CM","B","92","S ",,,,"Unidad                                            ","N","16","-                             ","-                             ","-","1.6","100","0","100","0                   ","1.6","0                                                 ","1","0","0","N","0260000680001",,,"1.6",
"1335","TAPA TRANSFERENCIA CAT 4N 145 UND","ARREGLO BOMBA DE INYECCION TRACTOR CATERPILLAR D6D","B","88","S ",,"48",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","660.8","0","0","0","2457                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"660.8",
"1421","TERMINALES DE DIRECCION","COMPRA DE REPUESTOS","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","42.56","0","0","0","1436                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"42.56",
"1181","ZAPATO TIPO TREKKING","ADQUISICION DE UNIFORMES PARA TRABAJADORES","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","84.56","0","0","0","5380                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"84.56",
"1508","FILTRO ACEITE DE MOTOR 15613EV015 TANQUERO","FILTRO ACEITE DE MOTOR 15613EV015 TANQUERO","B","88","S ",,,,"Unidad                                            ","S","2","152.38.13.001                 ","-                             ","I","25.75","1","0","1","0                   ","25.75","0                                                 ","1","0","631.54.01","N","0260000680001",,,"25.75",
"1720","LIBROS COSIDOS  DE 200 HOJAS DE UNA LÍNEA","LIBROS COSIDOS  DE 200 HOJAS DE UNA LÍNEA","B","92","S ",,"253",,"Unidad                                            ","N","16","131.01.04.001                 ","-                             ","-","10","6","0","6","0                   ","10","0                                                 ","1","0","631.54.01","N","0260000680001",,,"10",
"92","CARTUCHO T 103220 EPSON 103 CYAN-","0672","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","28","1","0","1","0672                ","28","SD                                                ","1","5","634.08.07","N","0260000680001",,,"28",
"1039","ANTISEPTICO 70 ALCOHOL GALON","ADQUISICION DE MATERIALES DE ASEO Y FUMIGACION","B","84","S ",,"253",,"Unidad                                            ","N","2","152.38.05.001                 ","-                             ","I","9.57","687.5","146","541.5","5267                ","9.57","SD                                                ","1","1","631.54.01","N","0260000680001",,,"9.57",
"104","CARTUCHO EPSON T642200 CYAN.","0837","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","157.84","2","0","2","0837                ","157.84","SD                                                ","1","5","634.08.07","N","0260000680001",,,"157.84",
"1753","PROYECTOR LED WALL WASHER 30W RGB DMX B4519 PIMCH.","MATERIALES ELÉCTRICOS PARA LA ILUMINACIÓN DE LA IGLESIA MATRIZ DEL CANTÓN CHIMBO.","B","87","S ",,,,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","224","32","0","32","0                   ","200","0                                                 ","1","5","0","N","0260000680001",,,"224",
"1782","VARILLA COPERWELDDE 1.8 M. CON ACCESORIOS PIMCH.","MATERIALES ELÉCTRICOS PARA LA ILUMINACIÓN DE LA IGLESIA MATRIZ DEL CANTÓN CHIMBO.","B","87","S ",,,,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","23.13","1","0","1","0                   ","20.65","0                                                 ","1","5","0","N","0260000680001",,,"23.13",
"1387","BANDA DEL ALTERNADOR (29)","1180","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","32.48","0","0","0","1180                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"32.48",
"1453","GEL ALCOHOL ANT-FUNDA 1000CC PARA DISPENSADOR","ADQUISICION DE MATERIALES DE ASEO","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.05.001                 ","-                             ","I","NaN","19","19","0","4969                ","4.41","SD                                                ","1","2","631.54.01","N","0260000680001",,,"4.41",
"1455","CARTUCHO DE  TONER WORK CENTRE 5330","1135","B","92","S ",,"253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","140","2","0","2","1135                ","140","SD                                                ","1","5","634.08.07","N","0260000680001",,,"140",
"1500","LAMPARA SOLAR 160W - 6000","LAMPARA SOLAR 160W - 6000","B","87","S ",,,,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","190.4","3","0","3","0                   ","190.4","0                                                 ","1","0","631.54.01","N","0260000680001",,,"190.4",
"1506","WYPE BLANCO FUNDA","WYPE BLANCO FUNDA","B","85","S ",,,,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","1.89","1","0","1","0                   ","1.89","0                                                 ","1","0","631.54.01","N","0260000680001",,,"1.89",
"1741","CAJA DECXON CON INTERRUPTOR","MATERIALES PARA ILUMINAR EL HALL DE INGRESO AL GAD MUNICIPAL DEL CANTÓN CHIMBO","B","87","S ",,"253",,"Metros                                            ","N","2","152.38.11.001                 ","-                             ","I","5.04","1","0","1","0                   ","4.5","0                                                 ","1","5","631.54.01","N","0260000680001",,,"5.04",
"95","TONER LASER HP 78A.","0687","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","137.2","3","0","3","0687                ","137.2","SD                                                ","1","5","634.08.07","N","0260000680001",,,"137.2",
"100","CARTUCHO EPSON T103220 CYAN.","0833","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","39.9","1","0","1","0833                ","39.9","SD                                                ","1","5","634.08.07","N","0260000680001",,,"39.9",
"207","PC AS-CLA","327","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","30.43","6","0","6","327                 ","30.43","-                                                 ","1","5","631.54.01","N","0260000680001",,,"30.43",
"1716","SEÑALÉTICAS  (BAÑOS HOMBRES Y MUJERES) DE 12 X 30 CM DE IMPRESIÓN EN ALTA RESOLUCIÓN ADHESIVO VINILO, COLOCADO EN CINTRA DE 3MM DE GROSOR","SEÑALÉTICAS  (BAÑOS HOMBRES Y MUJERES) DE 12 X 30 CM DE IMPRESIÓN EN ALTA RESOLUCIÓN ADHESIVO VINILO, COLOCADO EN CINTRA DE 3MM DE GROSOR","B","92","S ",,,,"Unidad                                            ","N","16","-                             ","-                             ","-","NaN","6","6","0","0                   ","2","0                                                 ","1","0","0","N","0260000680001",,,"2",
"1755","BRAZO 1.20 METROS PARA PROYECTOR LED PIMCH.","MATERIALES ELÉCTRICOS PARA LA ILUMINACIÓN DE LA IGLESIA MATRIZ DEL CANTÓN CHIMBO.","B","87","S ",,,,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","16.24","20","0","20","0                   ","14.5","0                                                 ","1","5","0","N","0260000680001",,,"16.24",
"1356","RETENEDORES DE TORNAMESA","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","16.8","0","0","0","1173                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"16.8",
"1646","BOMBILLOS DE 1 PUNTO  MAZDA BT 50 CONVENIO USO","BOMBILLOS DE 1 PUNTO  MAZDA BT 50 CONVENIO USO","B","88","S ",,,,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","1.12","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"1.12",
"1679","BATERIA 15 PLACAS EH220CONSEJOP","BATERIA 15 PLACAS EH220CONSEJOP","B","88","S ",,,,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","197.79","0","0","0","0                   ","0","0                                                 ","1","0","631.54.01","N","0260000680001",,,"197.79",
"1021","ENGRANE DE SEPTIMA MARCHA EN VELOCIDAD","ACCESORIOS VOLQUETA NISSAN TKC-212","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","392","0","0","0","5247                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"392",
"1088","BARRA DE SILICON GRANDE","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","0.65","0","0","0","5304                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"0.65",
"284","TUBOS 700X15.","3161","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","16.8","0","0","0","3161                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"16.8",
"1077","MANGUERA INODORO 5/8","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","4.91","0","0","0","5297                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"4.91",
"165","RETENEDORES MANZANA DELANTERA-2113-43090-Z5000","265","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","29.12","6","0","6","265                 ","29.12","-                                                 ","1","5","631.54.01","N","0260000680001",,,"29.12",
"248","FILTRO DE COMBUSTIBLE P502504-","2086","B","85","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","42.47","1","0","1","2086                ","42.47","-                                                 ","1","5","631.54.01","N","0260000680001",,,"42.47",
"1689","FILTRO PREVIO DE COMBUSTIBLE RODILLO BOMAG","MANTENIMIENTO RODILLO BOMAG 250 HORAS PROPIEDAD MPAL.","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ",,"I","NaN","1","1","0","0                   ","190.76","0                                                 ","1","5","631.54.01","N","0260000680001",,,"213.65",
"1107","MANGUERA DE ABASTO DE 1/2","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","4.91","0","0","0","5321                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"4.91",
"1116","ESPUMA DE RELLENO 900 GR","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","9.5","0","0","0","5329                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"9.5",
"1609","AFICHES FULL COLOR (INFORMATIVOS DE LIMPIEZA) EN FORMATO A4 (29,7X21) EN PAPEL CUSHE DE 150 GRAMOS","AFICHES FULL COLOR (INFORMATIVOS DE LIMPIEZA) EN FORMATO A4 (29,7X21) EN PAPEL CUSHE DE 150 GRAMOS","B","86","S ",,,,"Unidad                                            ","S","16","-                             ","-                             ","I","0.16","0","0","0","0                   ","0.14","-                                                 ","1","5","-","N","0260000680001",,,"0.16",
"1145","TALLARIN 300GR CABELLO DE ANGEL","ADQUISICION DE 2000 KITS ALIMENTICIOS PARA POBLACION AFECTADA POR EMERGENCIA SANITARIA","B","90","S ",,"253",,"Unidad                                            ","N","2","152.38.21.001                 ","-                             ","T","0.55","0","0","0","5347                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"0.55",
"1654","FILTRO DE AIRE SECUNDARIO RA110CONSEJOP","FILTRO DE AIRE SECUNDARIO RA110CONSEJOP","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","31.73","0","0","0","0                   ","0","SD                                                ","1","0","631.54.01","N","0260000680001",,,"31.73",
"1157","GUANTES ANTICORTE LATEX CORRUGADO","EQUIPOS DE PROTECCION PARA EL PERSONAL DE LAS DIFERENTES DEPENDENCIAS","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","17.64","0","0","0","5359                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"17.64",
"1332","PINON PEQUENO 4N 145","ARREGLO BOMBA DE INYECCION TRACTOR CATERPILLAR D6D","B","88","S ",,"48",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","67.72","0","0","0","2457                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"67.72",
"1358","BASE DE MOTOR TRASERA","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","50.4","0","0","0","1173                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"50.4",
"1655","GALON DE ACEITE 15W40 RA110CONSEJOP","GALON DE ACEITE 15W40 RA110CONSEJOP","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","19.6","0","0","0","0                   ","0","SD                                                ","1","0","631.54.01","N","0260000680001",,,"19.6",
"1737","FOCO LED DE 100 W   HMCH","MATERIALES PARA ILUMINAR EL HALL DE INGRESO AL GAD MUNICIPAL DEL CANTÓN CHIMBO","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","33.6","6","0","6","0                   ","30","0                                                 ","1","5","631.54.01","N","0260000680001",,,"33.6",
"1757","PAR CONECTOR XLR MACHO/EMBRA PIMCH.","MATERIALES ELÉCTRICOS PARA LA ILUMINACIÓN DE LA IGLESIA MATRIZ DEL CANTÓN CHIMBO.","B","87","S ",,,,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","3.92","36","0","36","0                   ","3.5","0                                                 ","1","5","0","N","0260000680001",,,"3.92",
"1462","SELLAPLUS (5.5)","13705","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","6.16","0","0","0","13705               ","0","SD                                                ","1","2","631.54.01","N","0260000680001",,,"6.16",
"1068","RODILLOS DE 4 PULG - VERDE FELPA","ARREGLO DEL PARQUE CENTRAL","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","2.24","0","0","0","4989                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"2.24",
"1123","TAIPE INDUSTRIAL GRANDE","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","2.76","0","0","0","4278                ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"2.76",
"1139","PAPELERA INOXIDABLE DE 36X62CM DE ALTURA","ADQUISICION DE PAPELERAS DE ACERO INOXIDABLE PARA SITIOS ESTRATEGICOS","B","89","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","644","0","0","0","5341                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"644",
"1144","FIDEO PARA SOPA 400GR LAZO","ADQUISICION DE 2000 KITS ALIMENTICIOS PARA POBLACION AFECTADA POR EMERGENCIA SANITARIA","B","90","S ",,"253",,"Unidad                                            ","N","2","152.38.21.001                 ","-                             ","T","0.46","0","0","0","5346                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"0.46",
"1233","SUELDA ELECTRODOS","-","B","87","S ",,"362",,"Libras                                            ","N","2","152.38.11.001                 ","-                             ","I","2.76","0","0","0","-                   ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"2.76",
"1254","TUBO DE 200 MM ALCANTARILLADO","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","67.2","0","0","0","-                   ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"67.2",
"1259","TAPON DE 3/4 HEMBRA","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","1.25","0","0","0","-                   ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"1.25",
"1297","FLAS","ELECTROMECANICA","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","-","6","0","0","0","SD                  ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"6",
"1604","PEGA DE TUBERIA PVC LITRO","ADECENTAMIENTO Y MANTENIMIENTO DEL GRAMADO DEL ESTADIO MUNICIPAL DE PUYAHUATA(INSTALACION DEL SISTEMA DE RIEGO).","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","24.64","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"24.64",
"1637","FILTRO DE GASOLINA MAZDA BT 50 CONVENIO USO","FILTRO DE GASOLINA MAZDA BT 50 CONVENIO USO","B","88","S ",,,,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","7.84","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"7.84",
"176","PISTA 4T-JM-511910","277","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","13.44","1","0","1","277                 ","13.44","-                                                 ","1","5","631.54.01","N","0260000680001",,,"13.44",
"315","EMPASTE DEL INTERIOR SIKA.","4666","B","87","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","22.4","2","0","2","4666                ","22.4","-                                                 ","1","5","631.54.01","N","0260000680001",,,"22.4",
"322","LLANTA- 19.5L24 12PR R4 533 TL ALLIANCE-TUBO-19.5L24.","5093","B","88","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","492.69","2","0","2","5093                ","492.69","-                                                 ","1","5","631.54.01","N","0260000680001",,,"492.69",
"1137","GUANTES DE NITRILO CAJA 100 UNIDADES","ADQUISICION POR EMERGENCIA","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","NaN","2","2","0","5339                ","14.53","SD                                                ","1","5","631.54.01","N","0260000680001",,,"14.53",
"1043","AMARRAS PLASTICAS #  8","MATERIALES DE CONSTRUCCION PARA VARIOS DEPARTAMENTOS","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","2.5","0","0","0","5271                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"2.5",
"1160","MASCARILLAS DESECHABLES (CAJA 50 UNIDADES)","EQUIPOS DE PROTECCION PARA EL PERSONAL DE LAS DIFERENTES DEPENDENCIAS","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","4.42","0","0","0","5362                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"4.42",
"1207","FILTRO DE AIRE DE MOTOR P550920","CARGA INICIAL","B","85","S ",,"253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","T","38.25","0","0","0","2090                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"38.25",
"1719","LIBRETINES ORDENES DE COMBUSTIBLE DE LOS VEHÍCULOS Y MAQUINARIA DE 100 UNIDADES CADA UNO CON UNA COPIA PAPEL QUÍMICO NUMERADAS DESDE 27501 HASTA 29500","LIBRETINES ORDENES DE COMBUSTIBLE DE LOS VEHÍCULOS Y MAQUINARIA DE 100 UNIDADES CADA UNO CON UNA COPIA PAPEL QUÍMICO NUMERADAS DESDE 27501 HASTA 29500","B","92","S ",,,,"Unidad                                            ","N","16","-                             ","-                             ","-","6","20","0","20","0                   ","6","0                                                 ","1","0","0","N","0260000680001",,,"6",
"1721","LIBROS EMPASTADOS INSCRIPCIONES AÑO 2019 - 2020","LIBROS EMPASTADOS INSCRIPCIONES AÑO 2019 - 2020","B","92","S ",,,,"Unidad                                            ","N","16","-                             ","-                             ","-","12","34","0","34","0                   ","12","0                                                 ","1","0","0","N","0260000680001",,,"12",
"1640","LITROS DE ACEITE 15W40  MAZDA BT 50 CONVENIO USO","LITROS DE ACEITE 15W40  MAZDA BT 50 CONVENIO USO","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","5.99","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"5.99",
"1209","FILTRO DE ACEITE DE MOTOR SC - 1516","CARGA INICIAL","B","85","S ",,"253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","T","18.24","0","0","0","2119                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"18.24",
"1608","LIBRETINES DE REGISTRO DE LA PROPIEDAD ORDEN DE PAGO","LIBRETINES DE REGISTRO DE LA PROPIEDAD ORDEN DE PAGO","B","92","S ",,"253",,"Unidad                                            ","N","16","634.02.04                     ","-                             ","I","10","0","0","0","0                   ","8.93","0                                                 ","1","0","634.02.04","N","0260000680001",,,"10",
"240","FILTRO DE COMBUSTIBLE SFC-P55740.","2069","B","85","S ","-                                                           ","253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","31.5","0","0","0","2069                ","0","-                                                 ","1","5","631.54.01","N","0260000680001",,,"31.5",
"1758","CABLE DMX 512","MATERIALES ELÉCTRICOS PARA LA ILUMINACIÓN DE LA IGLESIA MATRIZ DEL CANTÓN CHIMBO.","B","87","S ",,,,"Metros                                            ","N","2","152.38.11.001                 ","-                             ","I","1.68","400","0","400","0                   ","1.5","0                                                 ","1","5","0","N","0260000680001",,,"1.68",
"63","PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250M.","1187","B","79","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.05.001                 ","-                             ","I","1.3","9","6","3","1187                ","1.3","-                                                 ","1","5","634.08.05","N","0260000680001",,,"1.3",
"70","GUANTES DE CAUCHO 8 Y MEDIO MARCA ESTRELLA.","1197","B","79","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.05.001                 ","-                             ","I","1.08","40","4","36","1197                ","1.08","-                                                 ","1","5","634.08.05","N","0260000680001",,,"1.08",
"1543","BATERIAS DE 21 PLACAS  PARA TRACTOR CAT D6D","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","272.16","2","2","0","0                   ","272.16","0                                                 ","1","5","631.54.01","N","0260000680001",,,"272.16",
"1061","MASILLA POLIURETANO POLIESTER","ARREGLO DEL PARQUE CENTRAL","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","7.25","0","0","0","5286                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"7.25",
"1150","IMPERMEABLES DESECHABLES","ADQUISICION DE EQUIPOS DE PROTECCION PARA EL PERSONAL DE DIFERENTES DEPENDENCIAS DEL GAD","B","82","S ",,"253",,"Unidad                                            ","N","2","152.38.02.001                 ","-                             ","I","11.76","0","0","0","5352                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"11.76",
"1282","SELLAPLUS","-","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","7.28","0","0","0","-                   ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"7.28",
"1643","LITRO DE LIQUIDO DE FRENO  MAZDA BT 50 CONVENIO USO","LITRO DE LIQUIDO DE FRENO  MAZDA BT 50 CONVENIO USO","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","I","8.96","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"8.96",
"1653","FILTRO DE AIRE PRIMARIO RA110CONSEJOP","FILTRO DE AIRE PRIMARIO RA110CONSEJOP","B","88","S ",,,,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","74.05","0","0","0","0                   ","0","0                                                 ","1","0","631.54.01","N","0260000680001",,,"74.05",
"1594","RUEDA GUIA DE RODAJE TRACTOR KOMATZU D65A","REPUESTOS ARREGLO TREN RODAJE  TRACTOR KOMATZU D65A PROPIEDAD MPAL.","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","1806.56","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"1806.56",
"1211","NAYLON STIHL NEGRO 591 METROS 3.3MM","CARGA INICIAL","B","85","S ",,"253",,"Unidad                                            ","N","2","152.38.03.001                 ","-                             ","T","154","0","0","0","5032                ","0","SD                                                ","1","1","631.54.01","N","0260000680001",,,"154",
"1618","SELLOS AUTOMÁTICOS REDONDOS TAMAÑO R40  SELLOS AUTOMÁTICOS CUADRADO CON FECHERO TAMAÑO (5CM X 3CM)","SELLOS AUTOMÁTICOS REDONDOS TAMAÑO R40 
SELLOS AUTOMÁTICOS CUADRADO CON FECHERO TAMAÑO (5CM X 3CM)","B","86","S ",,,,"Unidad                                            ","S","16","-                             ","-                             ","I","0","0","0","0","0                   ","15","-                                                 ","1","5","-","N","0260000680001",,,"0",
"1614","SEÑALÉTICAS (NORMAS SANITARIAS) DE 31X42 CM DE IMPRESIÓN EN ALTA RESOLUCIÓN EN ADHESIVO VINILO COLOCADO EN CINTRA DE 3MM DE GROSOR","SEÑALÉTICAS (NORMAS SANITARIAS) DE 31X42 CM DE IMPRESIÓN EN ALTA RESOLUCIÓN EN ADHESIVO VINILO COLOCADO EN CINTRA DE 3MM DE GROSOR","B","86","S ",,,,"Unidad                                            ","S","16","-                             ","-                             ","I","5.6","0","0","0","0                   ","5","-                                                 ","1","5","-","N","0260000680001",,,"5.6",
"82","TONER SANSUNG CLX 3170 ( CLT-M409)","0220","B","92","S ","-                                                           ","253",,"Unidad                                            ","N","1","131.01.07.001                 ","-                             ","I","57.68","1","0","1","0220                ","57.68","SD                                                ","1","5","634.08.07","N","0260000680001",,,"57.68",
"1723","SELLOS AUTOMÁTICOS CUADRADO CON FECHERO TAMAÑO (5CM X 3CM)","SELLOS AUTOMÁTICOS CUADRADO CON FECHERO TAMAÑO (5CM X 3CM)","B","91","S ",,"253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","-","18","10","0","10","0                   ","18","0                                                 ","1","0","634.08.04","N","0260000680001",,,"18",
"1724","SELLOS AUTOMÁTICOS CUADRADO (5CM X 1CM)","SELLOS AUTOMÁTICOS CUADRADO (5CM X 1CM)","B","91","S ",,"253",,"Unidad                                            ","N","1","131.01.04.001                 ","-                             ","-","15","6","0","6","0                   ","15","0                                                 ","1","0","634.08.04","N","0260000680001",,,"15",
"1595","VALVULAS DEL BASTIDOR TRACTOR KOMATZU D65A","REPUESTOS ARREGLO TREN RODAJE  TRACTOR KOMATZU D65A PROPIEDAD MPAL.","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","39.2","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"39.2",
"1600","TAPON HEMBRA DE 40","ADECENTAMIENTO Y MANTENIMIENTO DEL GRAMADO DEL ESTADIO MUNICIPAL DE PUYAHUATA(INSTALACION DEL SISTEMA DE RIEGO).","B","87","S ",,"253",,"Unidad                                            ","N","2","152.38.11.001                 ","-                             ","I","2.24","0","0","0","0                   ","0","0                                                 ","1","5","631.54.01","N","0260000680001",,,"2.24",
"1319","PERNO SUSPENSION","MANTENIMIENTO DE TOYOTA PRADO","B","88","S ",,"253",,"Unidad                                            ","N","2","152.38.13.001                 ","-                             ","I","9.83","0","0","0","24847               ","0","SD                                                ","1","5","631.54.01","N","0260000680001",,,"9.83",
