"idproducto","producto","referencia","tipo","idcategoria","estado","url","idmarca","activo","unidad","facturacion","idbodega","cuenta_inv","cuenta_ing","tributo","costo","ingreso","egreso","saldo","codigo","lifo","codigob","tipourl","minimo","cuenta_gas","controlserie","registro","partida","fob","promedio","fifo"
1567,"FILTRO DE ACEITE MOTOBOMBA ISUZU PH3593","FILTROS  Y REPUESTOS PARA VEHICULOS Y MAQUINARIA MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","3.360000","1.000000","1.000000","0.000000","0                   ","3.360000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"3.360000",NULL
1753,"PROYECTOR LED WALL WASHER 30W RGB DMX B4519 PIMCH.","MATERIALES ELÉCTRICOS PARA LA ILUMINACIÓN DE LA IGLESIA MATRIZ DEL CANTÓN CHIMBO.","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","224.000000","32.000000","32.000000","0.000000","0                   ","200.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"224.000000",NULL
1882,"LIJA DE HIERO NO. 50 (PLIEGO)","MATERIALES Y PINTURA PARA ADECENTAR EL MONUMENTO DEL INDIO CHIMBO","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.616000","5.000000","5.000000","0.000000","0                   ","0.550000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.616000",NULL
1389,"HOJA DEL PAQUETE POSTERIOR CUARTA","1180","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1180                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1764,"CABLE DE COBRE DESNUDO NO. 2","MATERIALES ELÉCTRICOS PARA LA ILUMINACIÓN DE LA IGLESIA MATRIZ DEL CANTÓN CHIMBO.","B",87,"S ",NULL,253,NULL,"Metros                                            ","N",2,"152.38.11.001                 ","-                             ","I","2.240000","50.000000","50.000000","0.000000","0                   ","2.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"2.240000",NULL
1912,"ELECTRO VÁLVULA DE PITO DE AIRE","ELECTRO VÁLVULA DE PITO DE AIRE","B",88,"S ","-                                                           ",1,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","19.040000","2.000000","2.000000","0.000000","xml-0               ","17.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"19.040000",NULL
1931,"KIT DE REPARACIÓN DE VÁLVULA PRINCIPAL DE FRENO","KIT DE REPARACIÓN DE VÁLVULA PRINCIPAL DE FRENO","B",88,"S ","-                                                           ",1,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","201.600000","1.000000","1.000000","0.000000","xml-0               ","180.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"201.600000",NULL
1991,"JUEGO DE COJINES DE BIELA     RECOLECTOR DINA","REPUESTOS PARA LA REPARACIÓN DEL MOTOR DEL RECOLECTOR DE BASURA DINA DE PROPIEDAD MUNICIPAL......","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","38.000000","1.000000","1.000000","0.000000","No Aplica           ","38.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"38.000000",NULL
1348,"ESPARRAGOS RUEDA DELANTERA","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1173                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1357,"BATERIA 15 PLACAS","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1173                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1304,"ALOGENO #4 TRIFA","ELECTROMECANICA","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","-","0.000000","0.000000","0.000000","0.000000","SD                  ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1081,"TIRADERAS NIQUELADAS 6 PULGADAS","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.750400","0.000000","0.000000","0.000000","5301                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.750400",NULL
2161,"PANTALON DE GABARDINA","ROPA DE TRABAJO PARA EL PERSONAL DEL GADMCCH.","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","T","14.500000","6.000000","6.000000","0.000000","No Aplica           ","14.500000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"14.500000",NULL
2351,"BANDA BELT.","COMPRA DE REPUESTOS PARA  EL TRACTOR PODADOR","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","46.100000","1.000000","1.000000","0.000000","No Aplica           ","46.100000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"46.100000",NULL
2163,"BUZO TIPO POLO MANGA LARGA","ROPA DE TRABAJO PARA EL PERSONAL DEL GADMCCH.","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","T","12.450000","107.000000","107.000000","0.000000","No Aplica           ","12.450000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"12.450000",NULL
1350,"PINES","COMPRA DE REPUESTOS Y LUBRICANTES PARA LOS VEHICULOS Y MAQUINARIA DEL GADMCCH","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","1126                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
2190,"TAPA DE VALVULA SPRING","REPUESTOS PARA MANTENIMIENTO DE TRACTOR D6K XL DE PROPIEDAD MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","7.380000","1.000000","1.000000","0.000000","No Aplica           ","7.380000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"7.380000",NULL
2196,"TAPA DE VALVULAS SLEEVE INJEC","REPUESTOS PARA MANTENIMIENTO DE TRACTOR D6K XL DE PROPIEDAD MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","27.930000","6.000000","6.000000","0.000000","No Aplica           ","27.930000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"27.930000",NULL
1235,"ESCUADRA DE 60CM","-","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","-                   ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
2207,"BO0MBA DE ALTA PRESION -SEAL-","REPUESTOS PARA MANTENIMIENTO DE TRACTOR D6K XL DE PROPIEDAD MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","4.640000","1.000000","1.000000","0.000000","No Aplica           ","4.640000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"4.640000",NULL
2212,"BOMBA DE ALTA PRESION -SEAL-FUL-SY.","REPUESTOS PARA MANTENIMIENTO DE TRACTOR D6K XL DE PROPIEDAD MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","6.500000","6.000000","6.000000","0.000000","No Aplica           ","6.500000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"6.500000",NULL
1071,"DISCO DE CORTE DE 7 X 1/16","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","2.500000","0.000000","0.000000","0.000000","5291                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"2.500000",NULL
1182,"CAMISAS JEAN","ADQUISICION DE UNIFORMES PARA TRABAJADORES","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","5381                ","0.000000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1583,"NVR  DS - 7616N1 - Q2","PARA LA REVISION DEL GENERAL DE LUZ, CAMARAS Y SISTEMA ELECTRICO DEL PATIO DE COMIDA..","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
1652,"FILTRO DE ACEITE RA110CONSEJOP","FILTRO DE ACEITE RA110CONSEJOP","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","SD                                                ",1,"0","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
2223,"FILTRO DE COMBUSTIBLE FILTER AS.","REPUESTOS PARA MANTENIMIENTO DE TRACTOR D6K XL DE PROPIEDAD MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","34.110000","1.000000","1.000000","0.000000","No Aplica           ","34.110000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"34.110000",NULL
2248,"BROCHA PICASSO 4","MATERIALES PARA PINTAR EL CEMENTERIO MUNIICPAL","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","T","2.678300","6.000000","6.000000","0.000000","No Aplica           ","2.678000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"2.678300",NULL
1868,"FILTRO DE COMBUSTIBLE   VOLQ. NISSAN NO. 08","REPUESTOS Y ACCESORIOS PARA LA MAQUINARIA Y VEHÍCULOS DEL GADMCCH.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","13.440000","1.000000","1.000000","0.000000","0                   ","12.000000","0                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"13.440000",NULL
2259,"DIPLADEMIA ALTURA APROXIMADA DE 40 CM.","PLANTAS HORNAMENTALES PARA SER COLOCADAS EN EL PARQUE CENTRAL Y EN LAS AVENIDAS DE NUESTRA CIUDAD.","B",97,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.46.15.001                 ","-                             ","T","2.000000","120.000000","120.000000","0.000000","No Aplica           ","2.000000","No Aplica                                         ",1,"3","152.46.15.001","N","0260000680001",NULL,NULL,"2.000000",NULL
1109,"ESPEJOS DE 92CM X 70CM","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","24.998300","0.000000","0.000000","0.000000","5323                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"24.998300",NULL
1077,"MANGUERA INODORO 5/8","ADQUISICION DE MATERIALES DE CONSTRUCCION PARA UTILIZAR EN LOS MERCADOS Y PLAZAS","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","4.905500","0.000000","0.000000","0.000000","5297                ","0.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"4.905500",NULL
125,"INODOROS PEQUENOS","140","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","185.000000","4.000000","0.000000","4.000000","140                 ","185.000000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"185.000000",NULL
1239,"BROCHAS DE 6 PULGADAS","-","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","17.920000","6.000000","6.000000","0.000000","-                   ","17.920000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"17.920000",NULL
1898,"235/75R15 104/101S GRAB A/TX GENERAL TIRE GRABBER A/TX LRC 6PR RODEO ROJO","235/75R15 104/101S GRAB A/TX GENERAL TIRE GRABBER A/TX LRC 6PR RODEO ROJO","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","142.721700","6.000000","6.000000","0.000000","No Aplica           ","127.430000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"142.721700",NULL
1970,"TEFLONES","MATERIALES DE FERRETERÍA PARA EL CAMAL MUNICIPAL DEL CANTÓN CHIMBO","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","1.008000","10.000000","10.000000","0.000000","No Aplica           ","0.900000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"1.008000",NULL
126,"LAVAMANOS PEQUENOS","144","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","55.000000","4.000000","0.000000","4.000000","144                 ","55.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"55.000000",NULL
2179,"FOTOCELULA FISHER 100W INCLUYE BASE.","COMPRA DE MATERIALES ELECTRICOS PARA LA CALLE GUAYAS Y AVENIDA CIRCUNVALACION.","B",87,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","T","7.100000","2.000000","2.000000","0.000000","No Aplica           ","7.098000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"7.100000",NULL
1163,"MASCARILLAS KN95","ADQUISICION DE EQUIPOS DE PROTECCION","B",82,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","0.515200","4951.000000","4843.000000","108.000000","5365                ","0.460000","SD                                                ",1,"1","631.54.01","N","0260000680001",NULL,NULL,"0.515200",NULL
2267,"BUGANVILLAS, ALTURA APROXIMADA ENTRTE 60 CM.","PLANTAS HORNAMENTALES PARA SER COLOCADAS EN EL PARQUE CENTRAL Y EN LAS AVENIDAS DE NUESTRA CIUDAD.","B",97,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.46.15.001                 ","-                             ","T","7.500000","10.000000","10.000000","0.000000","No Aplica           ","7.500000","No Aplica                                         ",1,"3","152.46.15.001","N","0260000680001",NULL,NULL,"7.500000",NULL
129,"FILTRO DE COMBUSTIBLE FC-1804","171","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","6.002857","7.000000","0.000000","7.000000","171                 ","6.002900","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"6.002857",NULL
164,"LLANTA 1000X20 HCT","259","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","187.170000","1.000000","0.000000","1.000000","259                 ","187.170000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"187.170000",NULL
168,"MANGUERA DEL AUXILIAR DEL EMBRAGUE","268","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","61.600000","2.000000","0.000000","2.000000","268                 ","61.600000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"61.600000",NULL
131,"FILTRO ACEITE SECUNDARIO N. 1804","173","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","7.201664","12.000000","1.000000","11.000000","173                 ","7.201700","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"7.201664",NULL
145,"FILTRO HIDRAULICO LP-560","204","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","12.607647","17.000000","0.000000","17.000000","204                 ","12.607600","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"12.607647",NULL
2282,"JUEGO MEDIAS LUNAS ESTANDAR SEGUN MEDIDA RECTIFICADORA CAMION CREV. NHR","REPUESTOS Y ACCESORIOS PARA LA RECTIFICACION DEL CAMION CHEV. NHR DE PROPIEDAD MPAL.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","-","14.000000","1.000000","1.000000","0.000000","No Aplica           ","14.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"14.000000",NULL
2291,"TERMOSTATO CAMION CHEV. NHR","REPUESTOS Y ACCESORIOS PARA LA RECTIFICACION DEL CAMION CHEV. NHR DE PROPIEDAD MPAL.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","32.000000","1.000000","1.000000","0.000000","No Aplica           ","32.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"32.000000",NULL
2214,"BOMBA DE ALTA PRESION -SEAL -O-RING-","REPUESTOS PARA MANTENIMIENTO DE TRACTOR D6K XL DE PROPIEDAD MUNICIPAL","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","6.870000","1.000000","1.000000","0.000000","No Aplica           ","6.870000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"6.870000",NULL
2269,"AGAPHANTO AZUL, ALTURA APROXIMADA DE 60 CM.","PLANTAS HORNAMENTALES PARA SER COLOCADAS EN EL PARQUE CENTRAL Y EN LAS AVENIDAS DE NUESTRA CIUDAD.","B",97,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.46.15.001                 ","-                             ","T","2.750000","20.000000","20.000000","0.000000","No Aplica           ","2.750000","No Aplica                                         ",1,"3","152.46.15.001","N","0260000680001",NULL,NULL,"2.750000",NULL
2295,"MANGUERAS DE AGUA CAMION CHEV. NHR","REPUESTOS Y ACCESORIOS PARA LA RECTIFICACION DEL CAMION CHEV. NHR DE PROPIEDAD MPAL.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","12.000000","7.000000","7.000000","0.000000","No Aplica           ","12.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"12.000000",NULL
2281,"JUEGO CHAQUETAS BANCADA SEGUN MEDIDA RECTIFICADORA CAMNIO CHEV, NHR","REPUESTOS Y ACCESORIOS PARA LA RECTIFICACION DEL CAMION CHEV. NHR DE PROPIEDAD MPAL.","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","-","46.000000","1.000000","1.000000","0.000000","No Aplica           ","46.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"46.000000",NULL
180,"SEGURO DE LA MANZANA TK20","298","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","16.800000","1.000000","0.000000","1.000000","298                 ","16.800000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"16.800000",NULL
182,"PIEZA N. 2223 A 5/16","300","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","3.360000","1.000000","0.000000","1.000000","300                 ","3.360000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"3.360000",NULL
189,"SEPARADOR DE DISCO DE EMBRAGUE DE INT","307","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","67.200000","1.000000","0.000000","1.000000","307                 ","67.200000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"67.200000",NULL
198,"RETENEDOR N. 4J-9218","317","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","24.640000","1.000000","0.000000","1.000000","317                 ","24.640000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"24.640000",NULL
199,"RETENEDORES N. 8T-8389","318","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","24.640000","1.000000","0.000000","1.000000","318                 ","24.640000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"24.640000",NULL
203,"BODY A PISTO","323","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","175.985000","6.000000","0.000000","6.000000","323                 ","175.985000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"175.985000",NULL
1649,"INYECTOR RA110CONSEJOP","RODILLO AMMAN ASC110","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","0.000000","0.000000","0.000000","0.000000","0                   ","0.000000","SD                                                ",1,"0","631.54.01","N","0260000680001",NULL,NULL,"0.000000",NULL
229,"JUEGO REPARACION-GOVERNOR N.47540-39029","450","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","106.400000","1.000000","0.000000","1.000000","450                 ","106.400000","SD                                                ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"106.400000",NULL
206,"OIL PUMP GR","326","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","3483.470000","1.000000","0.000000","1.000000","326                 ","3483.470000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"3483.470000",NULL
220,"FILTRO DEL HIDRAULICO-48732-Z0000","417","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","5.600000","2.000000","0.000000","2.000000","417                 ","5.600000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"5.600000",NULL
228,"GASKET 2","449","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","9.811667","6.000000","0.000000","6.000000","449                 ","9.811700","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"9.811667",NULL
242,"FILTRO DE AIRE SECUNDARIO P-158661-","2071","B",85,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.03.001                 ","-                             ","I","104.310000","1.000000","0.000000","1.000000","2071                ","104.310000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"104.310000",NULL
244,"FILTRO DE COMBUSTIBLE SEC.P-555003.","2077","B",85,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.03.001                 ","-                             ","I","48.325000","4.000000","0.000000","4.000000","2077                ","48.325000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"48.325000",NULL
253,"FILTRO DE AIRE PRIMARIO CA-2838-","2103","B",85,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.03.001                 ","-                             ","I","76.380000","2.000000","0.000000","2.000000","2103                ","76.380000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"76.380000",NULL
289,"GRAPAS  26/6 DE 5000U.","3497","B",83,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.04.001                 ","-                             ","I","0.649500","103.000000","21.000000","82.000000","3497                ","0.649500","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.649500",NULL
216,"LINER","336","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","121.273333","6.000000","0.000000","6.000000","336                 ","121.273300","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"121.273333",NULL
227,"GASKET 1","448","B",88,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","I","2.788333","6.000000","0.000000","6.000000","448                 ","2.788300","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"2.788333",NULL
290,"SENALADORES TIPO BANDERITAS-","3498","B",83,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.04.001                 ","-                             ","I","0.672157","51.000000","0.000000","51.000000","3498                ","0.672200","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"0.672157",NULL
2006,"JUEGO COMPLETO DE EMPAQUE DE MOTOR     RECOLECTOR DINA","REPUESTOS PARA LA REPARACIÓN DEL MOTOR DEL RECOLECTOR DE BASURA DINA DE PROPIEDAD MUNICIPAL......","B",88,"S ",NULL,253,NULL,"Unidad                                            ","N",2,"152.38.13.001                 ","-                             ","T","225.000000","1.000000","1.000000","0.000000","No Aplica           ","225.000000","No Aplica                                         ",1,"3","631.54.01","N","0260000680001",NULL,NULL,"225.000000",NULL
314,"RODILLOS RECARGABLES.","4665","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","84.000000","1.000000","0.000000","1.000000","4665                ","84.000000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"84.000000",NULL
315,"EMPASTE DEL INTERIOR SIKA.","4666","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","22.400000","2.000000","0.000000","2.000000","4666                ","22.400000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"22.400000",NULL
305,"TRAJE IMPERMEABLE EN PVC C12  T/XL.","4164","B",82,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.02.001                 ","-                             ","I","21.024000","5.000000","0.000000","5.000000","4164                ","21.024000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"21.024000",NULL
309,"BROCHAS  WILSON 3P.","4659","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","5.600000","5.000000","0.000000","5.000000","4659                ","5.600000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"5.600000",NULL
310,"CARBONATO  A.","4661","B",87,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.11.001                 ","-                             ","I","24.640000","3.000000","0.000000","3.000000","4661                ","24.640000","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"24.640000",NULL
318,"TUBOS DE GRASA .","5033","B",85,"S ","-                                                           ",253,NULL,"Unidad                                            ","N",2,"152.38.03.001                 ","-                             ","I","10.002700","11.000000","4.000000","7.000000","5033                ","10.002700","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"10.002700",NULL
319,"LITROS DE ACEITE STIHL.","5034","B",85,"S ","-                                                           ",253,NULL,"Litros                                            ","N",2,"152.38.03.001                 ","-                             ","I","10.002500","12.000000","1.000000","11.000000","5034                ","10.002500","-                                                 ",1,"5","631.54.01","N","0260000680001",NULL,NULL,"10.002500",NULL
